gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,MonthlyCharges_x_MTM,Tenure_x_Security,MTM_x_NoSecurity,CostPerTenureMonth,Churn
Female,0,Yes,No,33.0,Yes,No phone service,No,Yes,No,One year,Yes,Bank transfer,79.04,2584.47,0.0,33.0,0.0,2.324705882352941,0
Male,0,Yes,No,70.0,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,29.84,2072.65,29.84,0.0,1.0,0.42028169014084504,1
Female,0,No,No,55.0,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,24.84,1345.54,24.84,0.0,1.0,0.44357142857142856,0
Female,0,No,No,46.0,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,100.47,4630.63,100.47,0.0,1.0,2.1376595744680853,0
Female,0,Yes,No,52.0,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Mailed check,66.74,3451.59,0.0,52.0,0.0,1.2592452830188678,0
Female,0,No,No,14.0,No,No phone service,Fiber optic,Yes,Yes,Two year,No,Bank transfer,87.37,1200.09,0.0,14.0,0.0,5.824666666666667,0
Female,1,No,No,1.0,No,No,DSL,Yes,No internet service,One year,Yes,Bank transfer,68.1,28.98,0.0,1.0,0.0,34.05,0
Male,1,No,Yes,59.0,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,100.77,5965.33,100.77,0.0,1.0,1.6795,0
Female,0,Yes,No,51.0,Yes,No phone service,No,No internet service,No,Two year,Yes,Credit card,34.13,1767.42,0.0,0.0,0.0,0.6563461538461539,0
Female,0,Yes,No,67.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,29.1,1954.79,29.1,0.0,1.0,0.42794117647058827,0
Male,0,Yes,Yes,37.0,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,56.92,2108.58,56.92,0.0,1.0,1.4978947368421054,0
Male,0,Yes,No,28.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,69.96,1972.05,69.96,0.0,1.0,2.412413793103448,0
Female,1,No,Yes,60.0,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,79.97,4814.48,79.97,0.0,1.0,1.310983606557377,0
Male,0,No,No,67.0,Yes,No,DSL,Yes,No,Month-to-month,No,Credit card,41.61,2764.77,41.61,67.0,0.0,0.6119117647058824,0
Female,0,No,Yes,58.0,No,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,93.78,5434.27,93.78,58.0,0.0,1.5894915254237287,0
Female,0,No,No,59.0,No,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card,91.54,5420.45,91.54,0.0,1.0,1.5256666666666667,0
Female,0,No,No,13.0,Yes,No phone service,DSL,No internet service,No,Month-to-month,No,Electronic check,67.08,861.17,67.08,0.0,1.0,4.791428571428571,1
Male,1,No,No,62.0,Yes,No phone service,DSL,No internet service,No,Month-to-month,No,Bank transfer,65.21,4046.18,65.21,0.0,1.0,1.035079365079365,0
Male,0,Yes,No,2.0,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer,89.8,203.84,89.8,0.0,1.0,29.933333333333334,0
Female,0,Yes,Yes,54.0,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,117.74,6405.81,117.74,0.0,1.0,2.140727272727273,0
Female,0,No,Yes,14.0,Yes,No phone service,Fiber optic,No internet service,No,One year,Yes,Electronic check,55.85,801.61,0.0,0.0,0.0,3.7233333333333336,0
Male,0,No,Yes,3.0,Yes,No phone service,No,Yes,No,One year,Yes,Electronic check,45.43,110.93,0.0,3.0,0.0,11.3575,0
Male,0,Yes,No,53.0,Yes,Yes,DSL,Yes,Yes,One year,Yes,Electronic check,66.05,3486.75,0.0,53.0,0.0,1.223148148148148,0
Male,0,No,No,25.0,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card,42.58,1088.75,42.58,0.0,1.0,1.6376923076923076,1
Female,0,No,Yes,62.0,No,No,DSL,Yes,No internet service,Month-to-month,No,Credit card,23.99,1472.44,23.99,62.0,0.0,0.3807936507936508,0
Female,1,Yes,No,21.0,Yes,Yes,Fiber optic,Yes,No internet service,One year,Yes,Mailed check,113.32,,0.0,21.0,0.0,5.15090909090909,0
Male,0,No,No,50.0,Yes,No phone service,DSL,No,No,Month-to-month,No,Credit card,53.22,2695.44,53.22,0.0,1.0,1.0435294117647058,0
Male,0,Yes,No,46.0,No,No phone service,DSL,No,Yes,Month-to-month,No,Electronic check,69.06,3198.12,69.06,0.0,1.0,1.4693617021276597,0
Male,0,Yes,No,59.0,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,28.31,1706.15,28.31,59.0,0.0,0.4718333333333333,0
Female,0,No,No,62.0,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,91.57,5654.56,0.0,0.0,0.0,1.4534920634920634,0
Male,0,No,No,42.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,66.08,2736.57,66.08,0.0,1.0,1.5367441860465116,0
Male,0,Yes,No,25.0,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,35.78,878.77,35.78,0.0,1.0,1.3761538461538463,0
Male,0,No,No,36.0,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,44.43,1599.57,44.43,0.0,1.0,1.2008108108108109,1
Female,0,No,No,43.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,79.59,3404.1,79.59,43.0,0.0,1.8088636363636363,0
Male,1,No,No,69.0,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Bank transfer,104.22,7175.59,0.0,0.0,0.0,1.4888571428571429,0
Male,0,Yes,No,13.0,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,28.81,371.66,28.81,13.0,0.0,2.057857142857143,1
Female,0,No,No,6.0,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Credit card,36.84,211.77,0.0,0.0,0.0,5.262857142857143,0
Male,0,No,No,33.0,Yes,Yes,No,No,No,Two year,No,Credit card,104.31,3458.91,0.0,0.0,0.0,3.067941176470588,0
Male,0,Yes,No,30.0,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card,91.23,2737.19,91.23,30.0,0.0,2.9429032258064516,0
Female,1,No,No,64.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.7,7072.93,110.7,0.0,1.0,1.7030769230769232,0
Female,0,No,Yes,20.0,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,33.75,694.08,33.75,20.0,0.0,1.6071428571428572,0
Male,0,Yes,No,11.0,No,Yes,DSL,No,No internet service,One year,No,Credit card,83.58,976.53,0.0,0.0,0.0,6.965,0
Male,1,Yes,No,9.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,41.2,380.0,41.2,9.0,0.0,4.12,0
Male,0,Yes,Yes,64.0,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,48.25,3077.27,48.25,64.0,0.0,0.7423076923076923,0
Female,0,Yes,Yes,43.0,No,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,71.88,3057.61,71.88,43.0,0.0,1.6336363636363636,0
Female,0,Yes,Yes,70.0,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,56.26,3932.69,56.26,70.0,0.0,0.7923943661971831,0
Female,0,No,No,19.0,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,74.77,1396.67,74.77,19.0,0.0,3.7384999999999997,1
Female,0,Yes,Yes,6.0,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.37,348.2,56.37,0.0,1.0,8.052857142857142,0
Male,0,Yes,Yes,33.0,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.25,3110.71,93.25,33.0,0.0,2.7426470588235294,0
Female,0,No,No,13.0,Yes,No,No,No,Yes,One year,Yes,Electronic check,,523.5,0.0,0.0,0.0,2.9714285714285715,0
Female,1,No,No,10.0,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card,25.23,240.52,25.23,10.0,0.0,2.2936363636363635,0
Male,0,Yes,No,63.0,Yes,No,DSL,Yes,No,One year,Yes,Credit card,96.38,6086.17,0.0,63.0,0.0,1.5059375,0
Female,0,Yes,No,28.0,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,107.45,2993.9,107.45,28.0,0.0,3.7051724137931035,0
Female,0,Yes,No,5.0,Yes,No phone service,Fiber optic,No internet service,No,One year,No,Credit card,100.3,466.33,0.0,0.0,0.0,16.716666666666665,0
Female,1,Yes,Yes,15.0,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,62.73,964.62,62.73,0.0,1.0,3.920625,1
Female,0,Yes,No,27.0,Yes,No phone service,Fiber optic,No,No internet service,One year,Yes,Electronic check,62.4,1656.66,0.0,0.0,0.0,2.2285714285714286,0
Male,0,Yes,Yes,64.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,48.88,3126.28,48.88,0.0,1.0,0.752,1
Male,1,No,Yes,46.0,No,No phone service,DSL,Yes,No internet service,One year,Yes,Mailed check,64.72,2974.09,0.0,46.0,0.0,1.3770212765957446,0
Male,0,Yes,No,38.0,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,21.47,806.97,21.47,0.0,1.0,0.5505128205128205,0
Female,0,No,Yes,42.0,Yes,No phone service,No,No,Yes,Two year,No,Credit card,85.01,3582.2,0.0,0.0,0.0,1.9769767441860466,0
Female,1,Yes,Yes,57.0,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,88.33,,88.33,0.0,1.0,1.5229310344827587,0
Male,0,Yes,No,14.0,No,No phone service,Fiber optic,No internet service,No,One year,Yes,Electronic check,99.78,1403.65,0.0,0.0,0.0,6.652,0
Male,0,Yes,No,35.0,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,82.59,2873.16,82.59,0.0,1.0,2.294166666666667,1
Male,0,Yes,Yes,28.0,Yes,No phone service,No,Yes,No internet service,One year,Yes,Credit card,35.78,1002.43,0.0,28.0,0.0,1.2337931034482759,0
Female,0,Yes,No,4.0,Yes,No phone service,Fiber optic,No,No,Two year,Yes,Bank transfer,103.84,398.4,0.0,0.0,0.0,20.768,0
Male,1,Yes,No,40.0,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,55.53,2223.08,0.0,0.0,0.0,1.3543902439024391,0
Male,0,Yes,No,50.0,Yes,No phone service,DSL,No internet service,No,One year,No,Mailed check,81.97,4114.68,0.0,0.0,0.0,1.6072549019607842,0
Male,0,No,Yes,48.0,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,39.35,1885.06,39.35,0.0,1.0,0.803061224489796,0
Female,0,Yes,No,4.0,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,58.98,229.06,58.98,4.0,0.0,11.796,0
Male,0,No,No,29.0,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,80.9,2329.71,80.9,29.0,0.0,2.6966666666666668,1
Male,0,Yes,No,29.0,Yes,No,DSL,No,No internet service,One year,No,Mailed check,83.62,2426.52,0.0,0.0,0.0,2.7873333333333337,0
Male,0,Yes,Yes,12.0,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,48.39,600.08,48.39,12.0,0.0,3.7223076923076923,1
Male,0,Yes,No,39.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,77.71,3028.68,77.71,39.0,0.0,1.9427499999999998,0
Male,0,Yes,Yes,38.0,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Electronic check,18.39,726.27,18.39,0.0,1.0,0.4715384615384616,1
Female,0,Yes,No,56.0,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,77.36,4326.56,77.36,0.0,1.0,1.3571929824561404,0
Female,0,Yes,No,55.0,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Credit card,108.74,6018.62,108.74,0.0,1.0,1.9417857142857142,0
Female,0,Yes,Yes,64.0,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,71.13,4512.73,0.0,64.0,0.0,1.0943076923076922,0
Female,0,Yes,Yes,31.0,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.97,1909.77,61.97,0.0,1.0,1.9365625,0
Female,0,Yes,No,15.0,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,65.07,959.17,65.07,15.0,0.0,4.066875,1
Male,0,No,No,39.0,Yes,No,No,Yes,No,Two year,No,Electronic check,26.66,1037.38,0.0,39.0,0.0,0.6665,0
Female,0,Yes,No,48.0,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.1,2896.3,60.1,0.0,1.0,1.226530612244898,1
Male,0,No,No,24.0,Yes,Yes,Fiber optic,No,No,One year,Yes,Credit card,100.91,2473.1,0.0,0.0,0.0,4.0363999999999995,1
Male,0,Yes,Yes,34.0,Yes,No,DSL,Yes,No internet service,One year,No,Mailed check,112.14,3814.67,0.0,34.0,0.0,3.204,0
Female,1,Yes,No,66.0,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,35.98,2391.63,35.98,0.0,1.0,0.5370149253731343,0
Male,0,No,No,55.0,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Mailed check,87.67,4805.5,0.0,0.0,0.0,1.5655357142857143,0
Male,0,Yes,No,44.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,68.99,3029.32,68.99,0.0,1.0,1.533111111111111,0
Male,1,Yes,No,67.0,Yes,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Electronic check,112.09,7523.6,0.0,0.0,0.0,1.6483823529411765,0
Male,0,Yes,No,2.0,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,63.45,96.56,63.45,0.0,1.0,21.150000000000002,1
Female,0,Yes,Yes,38.0,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Bank transfer,39.94,1494.84,0.0,0.0,0.0,1.024102564102564,0
Female,0,No,Yes,19.0,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,22.51,429.27,22.51,0.0,1.0,1.1255000000000002,1
Male,0,No,No,21.0,No,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,93.13,1952.44,93.13,21.0,0.0,4.233181818181818,1
Male,0,Yes,No,56.0,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,89.95,5041.54,0.0,56.0,0.0,1.5780701754385966,0
Female,0,Yes,No,57.0,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,110.64,6272.82,0.0,0.0,0.0,1.9075862068965517,0
Female,0,No,Yes,35.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,24.04,834.58,24.04,0.0,1.0,0.6677777777777778,1
Male,0,Yes,No,38.0,Yes,Yes,No,Yes,No,Two year,No,Mailed check,116.26,4412.76,0.0,38.0,0.0,2.9810256410256413,0
Female,0,No,No,43.0,Yes,No phone service,Fiber optic,Yes,No,One year,Yes,Mailed check,36.44,1570.77,0.0,43.0,0.0,0.8281818181818181,0
Male,1,No,No,63.0,No,No,No,Yes,Yes,Two year,No,Bank transfer,74.11,4685.87,0.0,63.0,0.0,1.15796875,0
Male,0,No,No,2.0,Yes,Yes,Fiber optic,No internet service,No,Two year,Yes,Mailed check,74.52,149.95,0.0,0.0,0.0,24.84,0
Male,0,No,No,41.0,Yes,No,DSL,No internet service,No,Month-to-month,No,Credit card,22.09,883.73,22.09,0.0,1.0,0.525952380952381,0
Female,0,Yes,No,5.0,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,80.4,408.48,80.4,0.0,1.0,13.4,1
Male,0,No,No,67.0,No,Yes,Fiber optic,Yes,No internet service,One year,Yes,Mailed check,51.94,3444.94,0.0,67.0,0.0,0.7638235294117647,0
Male,1,No,No,17.0,Yes,No,DSL,No internet service,No,Two year,Yes,Bank transfer,101.53,1727.96,0.0,0.0,0.0,5.640555555555555,0
Male,0,No,No,2.0,No,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,71.25,152.15,71.25,0.0,1.0,23.75,0
Male,0,No,Yes,58.0,Yes,No,Fiber optic,Yes,No,Two year,No,Electronic check,25.44,,0.0,58.0,0.0,0.43118644067796613,0
Female,0,No,No,53.0,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,74.39,3955.75,74.39,0.0,1.0,1.3775925925925927,0
Male,0,Yes,No,65.0,Yes,No,DSL,Yes,No internet service,One year,Yes,Bank transfer,114.02,7384.86,0.0,65.0,0.0,1.7275757575757575,0
Male,0,No,No,25.0,Yes,No,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,99.77,2539.59,0.0,0.0,0.0,3.837307692307692,0
Female,0,No,Yes,20.0,Yes,No,Fiber optic,No,Yes,One year,No,Bank transfer,92.69,1835.33,0.0,0.0,0.0,4.413809523809523,0
Female,0,Yes,Yes,48.0,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card,108.32,5147.23,108.32,0.0,1.0,2.210612244897959,0
Male,0,No,Yes,68.0,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,88.32,5980.15,88.32,0.0,1.0,1.2799999999999998,0
Female,0,No,Yes,67.0,Yes,No phone service,DSL,Yes,No,Month-to-month,No,Electronic check,34.49,2369.49,34.49,67.0,0.0,0.5072058823529412,0
Female,1,Yes,Yes,29.0,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer,55.69,1636.81,55.69,0.0,1.0,1.8563333333333332,0
Female,0,No,Yes,47.0,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,27.57,1270.44,27.57,0.0,1.0,0.574375,0
Female,0,No,Yes,59.0,Yes,No,DSL,No,Yes,Two year,No,Bank transfer,67.35,3997.14,0.0,0.0,0.0,1.1224999999999998,0
Female,1,Yes,Yes,53.0,No,No phone service,DSL,No,No,Month-to-month,No,Credit card,43.29,2319.94,43.29,0.0,1.0,0.8016666666666666,0
Male,0,Yes,No,43.0,Yes,No phone service,No,Yes,No,Month-to-month,No,Mailed check,89.21,3806.98,89.21,43.0,0.0,2.0275,0
Male,0,Yes,No,12.0,Yes,No phone service,DSL,Yes,Yes,Two year,No,Bank transfer,25.87,334.84,0.0,12.0,0.0,1.99,0
Male,1,Yes,No,45.0,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Credit card,25.66,1146.45,0.0,0.0,0.0,0.5578260869565217,0
Male,1,No,No,13.0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,113.12,1484.52,113.12,0.0,1.0,8.08,0
Female,0,No,No,33.0,Yes,Yes,DSL,Yes,No internet service,Two year,No,Mailed check,103.01,3418.53,0.0,33.0,0.0,3.0297058823529412,0
Male,0,No,Yes,41.0,No,No,DSL,No,Yes,Month-to-month,No,Bank transfer,53.32,2204.87,53.32,0.0,1.0,1.2695238095238095,0
Male,1,Yes,No,2.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,18.62,33.22,18.62,2.0,0.0,6.206666666666667,0
Female,0,No,No,31.0,Yes,Yes,DSL,Yes,Yes,One year,No,Mailed check,,1425.66,0.0,31.0,0.0,1.45375,0
Female,0,Yes,No,23.0,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,43.16,1003.18,43.16,0.0,1.0,1.7983333333333331,1
Female,0,Yes,Yes,8.0,No,No phone service,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,92.38,755.46,0.0,0.0,0.0,10.264444444444443,0
Male,0,No,No,46.0,Yes,No phone service,Fiber optic,No internet service,Yes,One year,No,Electronic check,65.23,3009.91,0.0,0.0,0.0,1.387872340425532,0
Male,0,No,Yes,52.0,Yes,No phone service,Fiber optic,No internet service,No,One year,Yes,Credit card,74.96,3896.66,0.0,0.0,0.0,1.4143396226415093,0
Female,1,Yes,Yes,64.0,Yes,No phone service,DSL,Yes,No,One year,No,Electronic check,107.05,6864.64,0.0,64.0,0.0,1.646923076923077,0
Male,0,Yes,No,50.0,No,No phone service,No,No,Yes,Month-to-month,Yes,Mailed check,59.62,2948.39,59.62,0.0,1.0,1.1690196078431372,0
Male,0,No,Yes,13.0,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer,18.72,257.98,18.72,13.0,0.0,1.337142857142857,0
Female,0,No,No,7.0,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,113.37,789.49,113.37,7.0,0.0,14.17125,1
Male,0,No,Yes,59.0,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,71.12,4218.3,71.12,59.0,0.0,1.1853333333333333,0
Female,0,Yes,No,4.0,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,29.21,120.04,29.21,4.0,0.0,5.8420000000000005,0
Male,0,Yes,No,28.0,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,101.71,2859.92,101.71,0.0,1.0,3.5072413793103445,1
Female,0,Yes,No,27.0,Yes,Yes,DSL,No,Yes,Two year,No,Credit card,37.23,1016.88,0.0,0.0,0.0,1.3296428571428571,0
Female,0,Yes,No,13.0,No,Yes,DSL,No internet service,No,Month-to-month,No,Mailed check,88.51,1143.17,88.51,0.0,1.0,6.3221428571428575,1
Female,0,Yes,No,45.0,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,51.74,2313.28,0.0,45.0,0.0,1.1247826086956523,0
Male,0,No,Yes,55.0,Yes,No phone service,No,No,Yes,Month-to-month,No,Credit card,111.68,6161.11,111.68,0.0,1.0,1.9942857142857144,0
Female,1,Yes,No,64.0,Yes,No,DSL,Yes,No,One year,No,Bank transfer,75.16,4816.73,0.0,64.0,0.0,1.1563076923076923,0
Female,0,Yes,No,34.0,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card,46.02,1570.2,46.02,0.0,1.0,1.314857142857143,0
Female,0,Yes,No,31.0,Yes,No phone service,DSL,No,No internet service,Two year,Yes,Mailed check,54.23,1699.57,0.0,0.0,0.0,1.6946875,0
Male,0,No,No,15.0,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,64.95,986.64,64.95,15.0,0.0,4.059375,0
Male,0,No,No,6.0,No,No,DSL,No,Yes,Month-to-month,No,Bank transfer,107.39,671.54,107.39,0.0,1.0,15.34142857142857,1
Male,0,No,No,60.0,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card,61.26,3668.59,0.0,60.0,0.0,1.004262295081967,0
Male,0,Yes,No,60.0,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer,76.34,4591.09,76.34,60.0,0.0,1.2514754098360656,0
Female,0,Yes,No,70.0,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,36.35,2571.22,36.35,0.0,1.0,0.5119718309859155,0
Female,0,No,Yes,9.0,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,37.04,321.0,37.04,0.0,1.0,3.7039999999999997,1
Female,0,Yes,No,30.0,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,30.38,892.07,30.38,30.0,0.0,0.98,0
Female,0,No,No,46.0,Yes,No phone service,No,Yes,No internet service,Month-to-month,No,Credit card,36.04,1655.89,36.04,46.0,0.0,0.7668085106382978,0
Female,0,Yes,Yes,63.0,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,52.03,3278.62,52.03,63.0,0.0,0.81296875,0
Male,0,Yes,Yes,30.0,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Electronic check,49.98,1503.96,49.98,0.0,1.0,1.6122580645161289,0
Male,0,Yes,No,10.0,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer,92.58,941.62,92.58,0.0,1.0,8.416363636363636,0
Female,0,No,Yes,65.0,Yes,No phone service,Fiber optic,No internet service,No,One year,Yes,Credit card,81.92,5335.44,0.0,0.0,0.0,1.2412121212121212,0
Male,1,No,No,6.0,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Electronic check,44.01,316.33,0.0,6.0,0.0,6.2871428571428565,0
Male,0,No,Yes,51.0,Yes,No,Fiber optic,Yes,Yes,One year,No,Mailed check,43.69,2253.75,0.0,51.0,0.0,0.8401923076923077,0
Female,0,No,No,27.0,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card,46.26,1236.9,46.26,27.0,0.0,1.6521428571428571,0
Female,0,No,Yes,1.0,Yes,No,Fiber optic,No internet service,Yes,One year,No,Mailed check,56.92,74.85,0.0,0.0,0.0,28.46,0
Male,0,Yes,No,38.0,Yes,No phone service,No,Yes,No,Two year,Yes,Bank transfer,70.18,2666.12,0.0,38.0,0.0,1.7994871794871796,0
Male,0,No,Yes,27.0,Yes,No,Fiber optic,No internet service,Yes,Two year,No,Bank transfer,86.66,2352.71,0.0,0.0,0.0,3.0949999999999998,0
Male,1,Yes,Yes,31.0,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,75.55,2348.52,0.0,31.0,0.0,2.3609375,0
Female,0,No,Yes,13.0,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,49.29,605.5,49.29,0.0,1.0,3.5207142857142855,1
Female,0,No,Yes,48.0,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Electronic check,68.79,3287.72,0.0,48.0,0.0,1.4038775510204082,0
Female,0,No,No,21.0,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,105.21,2212.47,105.21,0.0,1.0,4.782272727272727,0
Female,0,Yes,Yes,11.0,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,75.02,840.33,75.02,0.0,1.0,6.251666666666666,1
Male,1,Yes,No,29.0,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,28.69,809.97,28.69,0.0,1.0,0.9563333333333334,0
Female,1,No,No,14.0,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.08,994.89,69.08,0.0,1.0,4.605333333333333,1
Male,0,Yes,Yes,39.0,No,No phone service,No,No,Yes,One year,Yes,Bank transfer,114.01,4464.4,0.0,0.0,0.0,2.85025,0
Male,0,No,Yes,38.0,Yes,No,Fiber optic,No,Yes,Two year,No,Credit card,73.25,2763.88,0.0,0.0,0.0,1.8782051282051282,0
Female,0,No,No,57.0,Yes,No,Fiber optic,Yes,No internet service,One year,Yes,Mailed check,31.33,1785.71,0.0,57.0,0.0,0.5401724137931034,0
Female,0,No,No,70.0,Yes,No phone service,DSL,No internet service,No,One year,No,Credit card,99.87,7008.99,0.0,0.0,0.0,1.4066197183098592,0
Male,0,Yes,No,7.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,46.83,351.62,46.83,0.0,1.0,5.85375,1
Male,1,Yes,No,3.0,Yes,No phone service,DSL,No internet service,Yes,One year,Yes,Credit card,55.4,139.16,0.0,0.0,0.0,13.85,0
Male,0,No,Yes,32.0,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,115.02,3667.63,115.02,0.0,1.0,3.4854545454545454,0
